species_code;order;family;family_common;family_code;genus;species;species_common;sex;type;linf_cm;winf_g;k;t0;tmax_yr;m
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;NA;NA;0.362;-0.245;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;female;SL;20.64057;NA;1.15;-0.014;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;female;FL;19.55056;NA;0.584;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;30.4;255;0.231;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;23.6;NA;0.38;-1.42;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;female;FL;19.32584;NA;0.663;NA;NA;0.43
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;24.4;NA;0.55;-0.74;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;30.6;260.5437;0.225;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;26;141;0.5;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;29;219.0513;0.43;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;male;SL;20.2847;NA;1.18;-0.013;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;11.79775;4.86;3.1;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;10.44944;3.26;3.4;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;7.52809;1.11;8.5;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;7.303371;1;7.4;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;;6.6;1.06;4.6;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;8.988764;1.99;2.7;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;6.629214;0.73;11.4;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;8.089888;1.41;5.1;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;8.202248;1.47;4.58;-0.02;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;9.662922;2.52;3.3;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;;7.5;1.61;4.38;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;8.426967;1.61;12.2;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;5.505618;0.4;7.1;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;SL;8.539326;1.68;4.5;NA;NA;NA
1457;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides delicatulus;NA;unsexed;;7.1;1.34;4.5;NA;NA;NA
1458;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides gracilis;NA;unsexed;SL;8.735632;5.01;7.1;NA;NA;NA
1458;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides gracilis;NA;unsexed;FL;8.98;5.43;4.38;-0.008;0.5;11.3
1458;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides gracilis;NA;unsexed;SL;5.977011;1.6;7.2;NA;NA;NA
1458;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides gracilis;NA;unsexed;SL;4.942529;0.907;7.2;NA;NA;NA
1458;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides gracilis;NA;unsexed;SL;8.965517;5.42;5.4;NA;NA;NA
1458;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides gracilis;NA;unsexed;SL;8.620689;4.81;5.3;NA;NA;NA
1458;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides gracilis;NA;unsexed;SL;6.666667;2.23;6.8;NA;NA;NA
1458;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides gracilis;NA;unsexed;SL;9.770115;7.01;4.1;NA;NA;NA
1458;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides gracilis;NA;unsexed;SL;9.08046;5.63;7.1;NA;NA;NA
1458;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides gracilis;NA;unsexed;SL;4.827586;0.8454;6.2;NA;NA;NA
1459;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides lewisi;NA;unsexed;SL;7.64045;NA;5.7;NA;NA;NA
1459;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides lewisi;NA;unsexed;SL;7.865169;NA;4.3;NA;NA;NA
1459;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides lewisi;NA;unsexed;FL;5.729167;0.92;5.4;-0.02;NA;NA
1459;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides lewisi;NA;unsexed;FL;7.29;2.1;5.44;0;NA;14
1459;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Spratelloides;Spratelloides lewisi;NA;unsexed;SL;6.741573;NA;8.9;NA;NA;NA
1466;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus fuegensis;NA;unsexed;TL;20.7;36.1;0.73;NA;NA;NA
1466;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus fuegensis;NA;unsexed;TL;14.5;9.78;0.783;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;14.9;25.7;1.02;-0.04;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;14.9;23;1.02;NA;NA;0.49
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;13;16;0.7;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;14.4;22.8;0.452;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;11.9;11.7;0.31;-0.83;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;17.5;44.9;0.297;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;14;20.7;0.63;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;14.8;NA;0.68;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;14.4;20.4;0.298;NA;6;0.7
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;;16.4;35.8;0.775;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;16;32.9;0.65;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;16.4;35.8;0.53;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;;16;32.9;0.95;NA;6;1.05
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;;14.7;24.5;0.821;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;18;49.5;0.136;-2.05;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;NG;13.2;16.8;0.53;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;;16.3;35.1;0.606;NA;NA;NA
1357;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sprattus;Sprattus sprattus;NA;unsexed;TL;14.2;21.7;0.368;-2.3;NA;NA
1549;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Stolothrissa;Stolothrissa tanganicae;NA;unsexed;SL;12.68293;NA;1.87;0.016;NA;NA
1549;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Stolothrissa;Stolothrissa tanganicae;NA;unsexed;SL;10.60976;NA;2.53;NA;NA;NA
1549;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Stolothrissa;Stolothrissa tanganicae;NA;unsexed;TL;8.9;6;2.66;NA;NA;5.2
1549;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Stolothrissa;Stolothrissa tanganicae;NA;unsexed;SL;9.390244;NA;1.62;NA;NA;NA
1549;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Stolothrissa;Stolothrissa tanganicae;NA;unsexed;TL;10.9;NA;2.6;NA;NA;NA
1549;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Stolothrissa;Stolothrissa tanganicae;NA;unsexed;SL;12.92683;NA;2.14;NA;NA;NA
1549;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Stolothrissa;Stolothrissa tanganicae;NA;unsexed;SL;10.2439;NA;2.52;NA;NA;NA
1530;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Strangomera;Strangomera bentincki;NA;unsexed;TL;19.2;NA;0.71;NA;NA;NA
1530;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Strangomera;Strangomera bentincki;NA;unsexed;TL;16.9;NA;0.52;NA;NA;NA
1530;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Strangomera;Strangomera bentincki;NA;unsexed;TL;19.7;NA;0.68;NA;NA;NA
1530;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Strangomera;Strangomera bentincki;NA;unsexed;TL;17.9;NA;0.45;NA;NA;NA
1596;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa ilisha;Hilsa;female;TL;46.1;1250;1.03;NA;NA;NA
1596;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa ilisha;Hilsa;unsexed;TL;60;4000;0.82;NA;NA;NA
1596;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa ilisha;Hilsa;mixed;TL;52.5;2650;0.36;0.07;NA;NA
1596;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa ilisha;Hilsa;unsexed;TL;51.1;1680;0.49;NA;NA;NA
1596;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa ilisha;Hilsa;male;TL;44.7;1140;0.652;NA;NA;NA
1596;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa ilisha;Hilsa;unsexed;TL;60;3000;0.85;NA;NA;NA
1596;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa ilisha;Hilsa;unsexed;TL;59.2;2560;0.8;NA;NA;NA
1596;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa ilisha;Hilsa;unsexed;TL;56.5;2240;0.97;NA;NA;NA
1596;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa ilisha;Hilsa;unsexed;TL;56.8;1880;1.15;NA;NA;NA
1596;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa ilisha;Hilsa;unsexed;TL;56.4;1840;0.91;NA;NA;NA
1598;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa reevesii;NA;male;SL;65.84415;2237;0.288;0.159;NA;0.87
1598;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa reevesii;NA;female;SL;82.98701;49902;0.248;0.251;NA;NA
1600;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Tenualosa;Tenualosa toli;NA;unsexed;FL;71.2;NA;0.7;NA;NA;2.1
545;Clupeiformes;Engraulidae;Anchovies;454;Anchoa;Anchoa mitchilli;Bay anchovy;unsexed;TL;11.3;NA;0.61;NA;NA;NA
545;Clupeiformes;Engraulidae;Anchovies;454;Anchoa;Anchoa mitchilli;Bay anchovy;unsexed;FL;11.8;9;0.36;-0.81;NA;2.53
545;Clupeiformes;Engraulidae;Anchovies;454;Anchoa;Anchoa mitchilli;Bay anchovy;unsexed;TL;11;NA;0.6;NA;NA;NA
730;Clupeiformes;Engraulidae;Anchovies;454;Anchoa;Anchoa mundeola;NA;unsexed;TL;16;27;0.207;NA;NA;NA
1163;Clupeiformes;Engraulidae;Anchovies;454;Anchoa;Anchoa nasus;NA;unsexed;TL;8.5;NA;1.82;NA;NA;NA
1163;Clupeiformes;Engraulidae;Anchovies;454;Anchoa;Anchoa nasus;NA;unsexed;TL;8.6;NA;1.78;NA;NA;NA
534;Clupeiformes;Engraulidae;Anchovies;454;Anchoa;Anchoa panamensis;NA;unsexed;FL;NA;11;2.784;NA;NA;NA
547;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis edentulus;Atlantic anchoveta;unsexed;TL;17.8;67.7;0.13;NA;NA;NA
547;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis edentulus;Atlantic anchoveta;female;TL;16.9;51;0.15;NA;NA;NA
547;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis edentulus;Atlantic anchoveta;male;TL;14.9;34;0.22;NA;NA;NA
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;SL;17.875;41;2.09;NA;NA;2.4
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;SL;17.625;39;2.58;NA;NA;NA
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;SL;21.375;NA;0.9;NA;NA;NA
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;SL;19.25;51;2.92;NA;NA;NA
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;SL;20.75;63;1.23;NA;NA;NA
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;SL;21.25;68;1.31;NA;NA;NA
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;SL;18.75;46;2.36;NA;NA;NA
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;SL;13.25;NA;2.3;NA;NA;NA
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;SL;18.25;43;2.42;NA;NA;NA
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;TL;17.4;42;1.34;NA;NA;NA
548;Clupeiformes;Engraulidae;Anchovies;454;Cetengraulis;Cetengraulis mysticetus;Anchoveta;unsexed;TL;19.1;56;2.42;NA;NA;NA
625;Clupeiformes;Engraulidae;Anchovies;454;Coilia;Coilia dussumieri;NA;unsexed;TL;25.7;20.5;1.16;NA;NA;NA
625;Clupeiformes;Engraulidae;Anchovies;454;Coilia;Coilia dussumieri;NA;unsexed;TL;23.8;NA;1.49;NA;NA;NA
625;Clupeiformes;Engraulidae;Anchovies;454;Coilia;Coilia dussumieri;NA;unsexed;TL;27.2;18.5;1.1;NA;NA;NA
625;Clupeiformes;Engraulidae;Anchovies;454;Coilia;Coilia dussumieri;NA;unsexed;TL;25.6;NA;1.21;NA;NA;NA
625;Clupeiformes;Engraulidae;Anchovies;454;Coilia;Coilia dussumieri;NA;unsexed;TL;26.5;NA;1.16;NA;NA;NA
625;Clupeiformes;Engraulidae;Anchovies;454;Coilia;Coilia dussumieri;NA;unsexed;TL;22.2;NA;1.07;NA;NA;NA
630;Clupeiformes;Engraulidae;Anchovies;454;Coilia;Coilia nasus;NA;unsexed;SL;NA;121;0.354;0.032;NA;0.87
634;Clupeiformes;Engraulidae;Anchovies;454;Coilia;Coilia reynaldi;NA;unsexed;TL;18.5;NA;0.7;NA;NA;NA
555;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina devisi;NA;unsexed;FL;8.76;1.95;2;-0.07;NA;7.5
555;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina devisi;NA;unsexed;NG;7.8;1.95;2.23;NA;NA;NA
555;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina devisi;NA;unsexed;NG;7.9;2.04;2.25;NA;NA;NA
555;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina devisi;NA;unsexed;NG;8;2.13;2.3;NA;NA;NA
555;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina devisi;NA;unsexed;FL;9.213483;3.16;5.037;NA;NA;NA
555;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina devisi;NA;unsexed;FL;8.4;1.7;2.4;-0.07;NA;7.4
555;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina devisi;NA;unsexed;FL;8.31;1.62;2.1;-0.07;NA;7.2
555;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina devisi;NA;unsexed;TL;10.2;NA;1.236;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;TL;11.4;11.1;0.95;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;FL;9.56;NA;2.4;-0.04;NA;6.2
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;SL;11.252;13.1;2.41;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;TL;12.3;14.2;1.5;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;TL;10.3;8.04;2.08;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;FL;8.68;NA;2.6;-0.04;NA;6.2
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;FL;9.010989;NA;2.4;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;TL;11.6;11.7;2.3;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;TL;10.3;8.04;1.286;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;TL;12.1;13.4;1.6;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;TL;8.95;5.13;3.65;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;FL;9.45055;NA;0.8;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;FL;10.54945;4.7;4.088;NA;NA;NA
556;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina heteroloba;NA;unsexed;SL;10.556;7;2.088;-0.01;NA;NA
558;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina punctifer;NA;unsexed;TL;11.6;NA;1.226;NA;NA;NA
558;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina punctifer;NA;unsexed;TL;10.6;NA;1.85;NA;NA;NA
558;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina punctifer;NA;unsexed;TL;12.4;NA;1.2;NA;NA;NA
558;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina punctifer;NA;unsexed;TL;12;NA;2;NA;NA;NA
558;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina punctifer;NA;unsexed;TL;9.2;NA;1.15;NA;NA;NA
558;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina punctifer;NA;unsexed;TL;10.1;NA;1.1;NA;NA;NA
559;Clupeiformes;Engraulidae;Anchovies;454;Encrasicholina;Encrasicholina purpurea;Nehu;unsexed;TL;11.4;NA;1.737;-0.04;NA;NA
1659;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis anchoita;NA;unsexed;TL;23.2;175;0.27;NA;NA;1.42
1659;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis anchoita;NA;unsexed;TL;22.3;38;0.3;-1.2;NA;NA
1659;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis anchoita;NA;unsexed;TL;17.3;63;0.713;NA;NA;0.9
1659;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis anchoita;NA;unsexed;TL;24.1;49;0.24;-2.2;NA;NA
1659;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis anchoita;NA;male;TL;18.8;84;0.24;NA;NA;NA
1659;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis anchoita;NA;female;TL;19.8;101;0.2;NA;NA;NA
1660;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis australis;NA;unsexed;NG;12.1;NA;0.39;NA;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;15.3;23.1;2.44;NA;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;16.6;29.1;0.581;-0.92;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;male;NG;24.6;91.6;0.32;NA;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;14.1;18.3;1.01;-0.28;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;18.6;39.8;1.21;-0.01;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;16.5;28.6;1.39;-0.02;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;20;32;0.396;NA;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;17.6;24;1.28;NA;2.5;1.8
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;23.2;76.9;0.21;-2.52;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;20;55.2;0.42;-1.15;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;female;NG;24.6;91.6;0.32;NA;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;NG;17.6;37.5;0.51;NA;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;13.9;17.6;1.73;NA;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;;16.8;NA;0.324;NA;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;11.7;10.8;1.16;-0.17;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;FL;9.997594;NA;1.21;-0.37;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;;19.4;NA;0.57;NA;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;15;21.9;1.26;-0.23;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;unsexed;TL;21.5;61.3;0.88;NA;NA;NA
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;male;TL;18.6;25.9;0.26;NA;NA;0.5
66;Clupeiformes;Engraulidae;Anchovies;454;Engraulis;Engraulis encrasicolus;NA;mixed;;19.1;48;0.349;-1.45;NA;NA
